IP Address	Number of Adjacencies
13.92.132.234	4
23.153.182.189	6
51.78.114.107	12
62.194.165.138	5
71.85.245.221	7
117.51.201.148	13
206.237.67.63	9
212.229.71.206	6
231.16.78.97	5
146.25.57.76	7
222.65.180.49	5
175.6.229.17	11
72.149.250.48	6
134.33.30.141	2
132.164.197.114	11
237.132.41.1	12
251.201.108.236	7
31.37.248.164	7
164.121.132.83	11
218.118.39.154	4
34.200.122.57	10
95.51.44.141	7
65.123.62.52	1
118.72.73.14	8
2.7.119.118	7
165.189.127.216	8
172.50.155.143	10
4.77.134.112	3
248.223.105.191	5
209.179.239.145	12
143.74.248.158	7
203.228.112.249	9
33.116.103.137	8
91.123.84.194	7
112.34.207.99	6
12.106.221.212	3
88.9.215.79	5
160.37.161.62	6
4.181.192.32	9
164.151.23.156	4
216.208.102.224	10
63.137.87.12	10
217.237.75.32	5
225.39.147.77	6
59.58.130.164	5
88.43.66.161	6
214.152.105.113	2
87.189.7.9	14
98.53.222.253	8
99.27.239.194	8
50.90.19.103	4
186.147.208.141	11
175.150.227.39	7
28.138.12.33	9
178.111.12.176	7
43.243.248.146	4
90.128.116.67	8
64.154.86.234	17
35.33.56.137	7
16.101.4.129	7
62.102.8.68	5
128.167.128.159	8
144.251.186.169	11
201.22.149.65	7
132.9.80.102	9
209.102.87.82	14
116.64.53.95	7
121.125.254.113	6
36.75.245.114	3
158.133.155.51	7
159.141.44.232	8
177.37.113.126	6
28.83.143.81	8
145.168.123.214	4
94.171.137.155	5
221.43.2.58	12
181.77.162.230	7
188.93.68.84	6
221.73.234.134	5
11.16.219.40	10
51.177.50.241	7
27.45.196.113	3
10.99.219.14	6
49.2.25.20	3
58.54.154.129	7
71.93.86.57	6
191.170.150.78	2
153.110.251.73	3
55.134.227.81	8
155.11.114.29	3
80.168.19.133	5
156.222.227.2	3
201.102.178.79	14
126.174.137.124	8
229.86.29.111	7
231.25.23.245	10
69.142.202.112	3
105.54.209.184	9
29.126.1.137	6
63.150.180.112	10
124.179.2.67	8
138.195.95.215	4
4.97.212.218	4
26.218.105.215	6
146.95.56.201	8
174.104.163.120	9
166.13.136.135	5
174.214.96.116	13
37.157.236.62	6
61.96.205.200	6
215.29.84.22	8
226.125.183.89	6
227.175.188.159	4
175.26.175.14	7
235.130.227.179	9
221.32.173.121	4
142.242.97.155	7
101.175.118.185	4
146.216.84.232	9
140.248.118.53	6
229.138.241.197	8
2.240.27.176	6
75.125.46.1	7
158.193.27.203	3
52.186.227.72	10
171.152.93.156	9
246.12.148.4	10
248.48.251.241	9
238.201.31.198	4
254.195.9.180	7
69.248.136.163	5
183.211.173.163	7
57.38.116.80	5
112.159.213.151	5
146.244.137.48	8
134.128.210.196	5
165.197.209.56	5
202.125.13.80	2
205.83.73.42	5
116.33.52.14	5
157.176.75.29	9
46.103.14.193	6
225.26.64.5	8
134.29.58.60	6
233.254.133.137	7
104.5.28.206	2
110.128.63.69	9
133.220.37.121	8
52.193.18.136	3
234.197.46.157	4
32.251.87.175	8
176.227.223.179	6
213.69.133.247	7
31.235.174.198	5
169.124.16.16	6
237.235.154.104	8
238.68.129.78	6
121.185.132.183	4
154.167.85.163	5
72.67.132.84	9
206.151.78.176	4
111.246.68.23	3
218.65.70.61	7
205.69.62.253	7
170.214.129.176	10
102.88.145.72	7
118.151.105.147	8
64.208.44.130	2
211.8.45.116	9
171.114.243.211	9
200.163.141.98	4
34.195.191.177	6
229.146.51.153	8
13.155.175.64	12
154.147.39.27	5
160.238.50.212	3
10.150.103.163	4
150.118.17.188	6
76.179.32.192	5
120.23.215.61	6
148.227.104.227	7
175.166.192.39	7
36.236.189.252	9
80.37.66.212	5
143.136.246.162	6
152.51.211.57	7
80.20.97.162	5
36.6.170.90	8
132.63.137.155	4
216.218.210.223	4
10.230.234.169	4
236.36.223.153	11
240.244.152.107	7
164.61.50.254	7
15.129.56.86	8
66.22.24.114	12
189.36.42.16	7
249.228.86.120	5
131.212.100.98	4
125.208.116.237	6
88.33.4.247	4
157.135.42.57	6
182.69.221.132	7
146.161.36.181	1
75.212.15.71	8
183.177.195.163	5
150.100.214.83	7
224.44.63.106	7
188.174.133.218	14
200.250.11.75	8
122.201.168.217	9
170.221.201.37	7
108.139.88.49	9
188.239.44.125	6
171.69.163.232	14
205.43.41.103	6
51.124.234.118	7
34.120.254.211	8
220.86.119.196	7
124.222.142.102	6
32.78.238.199	6
73.159.126.169	2
25.169.167.41	7
127.198.135.85	8
178.112.193.225	4
145.114.164.2	8
140.203.241.233	4
143.163.49.125	10
44.180.6.113	5
221.55.105.208	4
53.64.173.27	3
238.233.195.245	15
254.237.224.151	7
201.139.124.37	9
62.83.128.212	9
35.251.108.96	5
114.73.213.141	11
67.74.98.148	4
127.164.182.231	6
131.71.106.200	8
156.26.76.98	10
20.111.66.76	5
177.229.139.75	3
195.7.135.195	6
81.219.13.57	7
28.80.60.200	5
11.42.94.110	8
122.26.138.12	13
14.110.135.212	7
86.23.94.179	9
155.90.249.159	7
214.167.235.82	7
233.156.22.38	8
251.79.243.37	11
44.185.242.185	7
77.154.63.38	1
137.79.36.121	10
210.210.191.49	10
213.92.64.159	5
46.173.216.10	9
61.111.245.128	2
18.20.148.122	7
74.100.175.14	7
161.236.225.106	6
1.172.25.149	4
174.201.168.43	6
8.81.185.92	12
64.245.30.163	3
108.32.168.184	6
4.69.122.216	6
143.96.227.138	4
204.217.150.180	10
152.72.43.215	9
72.132.189.169	2
145.163.170.89	9
5.190.40.206	6
209.160.178.106	5
213.65.29.119	7
237.30.35.23	3
190.20.10.42	7
29.202.99.49	4
31.182.2.58	7
22.162.79.52	6
147.125.204.8	6
7.194.173.73	4
28.42.238.118	2
18.244.167.74	8
176.148.166.183	5
48.173.159.186	5
95.246.132.190	5
86.37.183.210	11
91.81.76.227	8
96.167.47.54	8
36.186.245.209	10
74.114.179.54	6
76.133.246.53	5
102.202.136.186	4
111.217.124.210	3
187.35.164.65	6
102.82.101.104	9
187.187.104.53	6
66.212.149.142	5
182.174.186.108	5
176.227.205.112	8
182.176.134.26	7
190.244.182.152	8
202.8.68.121	4
167.75.51.125	9
157.202.159.94	11
46.232.189.151	5
125.63.190.232	10
185.34.79.83	8
107.248.43.169	5
79.217.204.253	5
34.193.252.59	5
130.208.10.36	4
118.230.133.106	8
50.163.144.19	3
103.28.196.139	6
26.241.90.4	7
127.17.120.178	8
139.1.7.188	7
9.199.104.42	9
26.162.1.11	4
162.191.99.154	5
222.119.65.114	2
174.28.66.180	5
243.216.36.57	6
6.235.142.24	8
7.44.173.151	9
44.203.65.3	6
212.65.60.137	9
75.181.205.192	6
200.60.3.34	4
233.215.123.148	8
198.249.183.87	8
173.247.120.218	11
114.150.202.6	3
188.130.155.142	6
112.201.193.152	9
227.168.172.130	1
245.154.67.30	7
24.143.130.72	9
252.118.231.27	9
26.73.188.161	8
181.182.130.12	5
219.120.3.96	13
28.101.95.147	8
188.172.178.249	8
30.42.82.184	6
43.37.209.52	11
97.211.87.171	10
109.1.228.107	9
25.229.122.74	7
42.187.236.249	7
177.231.84.236	3
83.95.119.119	6
48.166.114.117	7
88.15.103.83	7
240.62.173.197	4
49.179.231.160	9
65.78.236.245	10
225.17.196.83	8
91.86.53.42	8
126.16.78.177	4
197.115.16.45	9
211.47.35.172	2
78.158.105.106	8
152.145.24.11	5
155.67.27.181	2
69.66.69.232	10
32.165.39.135	3
193.134.241.9	10
198.127.240.67	3
223.94.229.235	6
68.153.29.206	3
95.63.98.123	10
107.80.254.196	4
120.112.25.30	6
9.171.73.51	2
145.156.110.152	7
180.111.81.89	9
208.237.166.184	5
223.114.123.200	4
154.117.123.132	4
169.73.228.111	8
126.225.33.76	5
173.149.249.239	4
235.52.27.38	8
251.7.147.84	8
254.81.76.44	4
14.195.135.9	7
196.59.170.58	6
254.140.254.98	8
162.113.232.125	8
139.89.58.219	5
181.116.237.65	5
201.129.9.76	4
17.133.225.196	3
217.228.27.60	6
175.110.232.25	5
138.87.46.198	6
183.250.127.133	11
1.21.194.179	5
83.52.225.6	13
101.110.167.227	4
126.123.207.81	3
116.178.168.6	7
74.22.192.34	7
66.5.237.46	6
222.52.15.76	9
145.53.126.52	4
28.169.249.190	7
128.96.34.127	3
67.97.167.217	6
49.55.174.20	3
254.163.231.251	10
140.181.191.109	9
47.109.34.217	6
88.82.23.134	0
51.125.167.253	6
83.145.164.56	9
157.84.168.156	8
85.118.162.201	5
151.110.169.131	7
40.79.41.20	8
65.72.67.227	5
58.232.36.4	8
59.245.238.161	6
106.39.208.28	10
133.86.213.248	7
180.8.79.139	8
6.21.127.96	6
183.12.175.205	8
196.7.211.192	5
159.165.186.168	7
208.164.20.155	9
214.125.106.158	6
215.153.207.26	9
23.240.179.113	5
92.219.160.215	9
236.161.96.112	7
174.9.155.103	6
11.165.115.211	9
48.212.111.64	7
19.159.135.108	5
100.65.38.84	7
120.92.69.43	7
201.207.162.245	4
251.52.14.215	10
81.234.183.28	8
55.224.20.98	6
98.150.25.134	10
181.101.9.110	5
44.47.154.74	7
206.46.144.113	3
231.154.181.131	6
102.185.102.3	7
139.34.206.138	6
187.254.167.80	8
236.101.34.236	4
5.19.124.235	7
41.191.26.81	4
17.153.31.181	7
21.95.43.240	8
22.42.73.127	10
158.101.88.254	6
190.154.54.175	5
204.225.117.14	10
76.156.24.121	8
205.227.159.158	8
189.217.171.45	8
104.12.238.151	7
10.86.206.167	7
35.175.224.126	5
29.31.247.128	5
71.129.150.40	6
78.13.119.191	9
174.190.90.229	17
68.120.69.168	2
79.94.91.104	9
181.36.211.83	10
66.152.78.196	8
35.197.116.87	9
109.23.248.128	5
26.193.172.185	4
214.145.87.18	7
228.210.18.76	6
31.212.242.112	2
23.16.163.202	8
32.54.215.122	6
59.94.212.118	7
125.2.55.48	7
76.64.218.44	8
43.241.61.55	8
90.20.3.76	3
123.2.127.43	9
152.201.83.95	5
124.196.81.96	3
160.193.193.58	4
60.191.57.26	9
39.182.66.214	6
165.174.207.143	12
191.40.114.19	8
178.137.98.148	9
74.233.128.251	5
108.192.254.65	6
119.71.123.58	4
142.236.44.68	5
167.1.14.108	6
210.118.169.44	8
146.185.83.187	12
221.84.162.108	5
61.207.236.146	6
112.17.59.121	6
91.80.182.74	7
9.185.194.62	9
98.53.97.111	7
152.147.31.239	10
117.52.212.30	5
176.250.2.49	8
179.92.105.41	6
27.79.199.201	6
86.162.242.129	9
179.195.62.60	5
198.17.168.250	6
200.174.29.224	5
78.200.102.107	6
192.243.127.240	4
170.231.165.196	4
172.181.79.57	9
183.62.179.129	4
49.90.77.91	5
158.82.21.70	3
11.61.24.10	8
18.244.62.33	3
140.229.203.230	8
203.221.140.88	10
214.141.175.218	3
72.90.171.150	8
171.2.107.23	6
206.15.174.185	2
180.121.205.5	8
152.102.170.124	7
49.29.130.223	7
191.55.69.167	8
31.212.251.187	10
178.189.68.89	5
204.173.21.195	6
245.164.219.114	13
44.138.213.69	3
151.36.174.122	10
77.114.85.11	6
78.92.1.63	5
4.87.224.127	7
86.63.105.82	6
181.104.73.227	9
202.70.80.213	6
107.30.165.28	8
60.248.169.105	6
209.175.152.252	6
215.74.113.62	8
137.183.243.89	5
219.75.252.190	3
247.198.184.152	5
84.91.111.142	7
131.82.129.149	4
173.130.221.129	6
128.234.77.109	3
182.83.11.134	3
91.148.155.143	10
11.60.164.183	5
8.195.192.175	7
122.67.165.31	6
135.113.231.177	1
170.35.82.28	5
43.188.154.199	3
35.230.200.66	5
248.78.24.58	2
7.38.213.124	5
51.184.209.209	6
95.53.34.246	8
14.57.212.145	5
71.85.167.36	9
78.4.151.11	6
153.109.150.108	3
35.218.100.31	5
188.1.28.103	8
116.15.68.64	11
46.182.105.13	5
70.180.145.181	6
158.55.123.15	3
160.71.77.126	8
9.69.10.86	9
20.14.10.26	6
29.81.20.27	6
49.231.173.75	12
123.73.208.149	11
61.77.173.17	5
50.164.41.35	4
56.140.223.83	6
151.43.32.204	6
174.205.200.86	5
145.164.206.97	7
244.193.48.215	10
24.160.185.183	7
10.155.24.11	11
17.102.123.120	10
19.215.101.141	3
42.123.65.211	6
48.232.78.244	6
51.23.217.143	6
58.118.142.180	10
203.224.242.75	7
206.118.212.92	6
225.76.22.27	6
237.135.151.228	7
48.222.230.219	10
146.113.110.95	4
179.82.167.177	5
127.197.42.148	5
246.4.32.14	6
246.41.135.20	9
33.246.85.167	8
246.168.205.117	4
208.30.133.186	8
36.73.1.35	7
57.32.115.219	5
168.245.127.27	5
247.45.218.145	8
66.176.30.250	2
9.254.66.229	9
47.120.239.225	6
129.166.144.155	10
251.8.168.119	9
240.91.178.54	5
71.77.232.140	9
237.25.75.99	10
237.116.78.218	10
141.141.35.245	5
67.6.204.120	9
113.181.224.11	6
36.224.242.18	2
36.120.128.88	8
53.88.30.80	7
27.160.4.140	9
215.247.1.213	9
57.237.99.68	6
185.119.251.69	5
49.218.248.121	10
165.245.231.95	5
247.1.40.132	11
244.142.183.228	6
218.144.195.52	4
37.161.213.29	6
62.208.18.220	5
104.93.135.155	4
209.107.25.166	6
46.112.116.108	10
128.27.166.25	7
196.151.246.187	3
217.73.50.6	9
68.36.125.163	6
252.83.127.243	5
152.193.23.164	6
5.129.211.127	9
64.77.91.132	13
33.10.24.251	4
146.115.238.155	10
215.28.37.213	11
117.109.238.62	6
239.49.44.194	5
35.33.143.190	10
27.133.2.25	3
31.225.183.23	7
31.8.106.211	6
171.61.95.205	3
130.170.47.12	6
64.114.181.171	5
68.209.212.127	5
141.137.249.168	6
98.160.103.172	5
176.79.222.177	10
106.109.71.186	4
215.21.96.22	7
217.4.48.58	6
225.103.114.129	10
157.202.144.248	4
196.233.26.184	7
242.244.79.164	7
20.101.92.140	6
119.187.139.237	9
101.203.161.214	1
133.247.235.67	7
183.52.133.232	4
80.169.79.65	8
147.241.41.102	6
52.64.28.120	5
206.117.163.128	7
197.103.120.192	9
202.147.12.46	7
113.56.115.254	5
60.2.102.75	5
125.88.163.253	10
41.61.50.54	2
93.196.197.181	4
36.96.115.148	10
81.24.187.188	3
55.91.24.48	6
97.252.221.88	10
207.77.230.19	6
11.59.87.42	11
179.32.101.18	9
250.30.29.154	6
83.127.110.9	11
207.200.10.245	4
214.33.67.60	9
69.153.178.14	3
202.140.208.17	8
102.245.162.252	5
68.163.31.198	6
85.171.106.234	14
220.47.9.130	8
89.175.247.250	7
253.117.181.197	11
249.27.6.194	10
126.231.33.31	7
75.124.134.6	6
42.50.72.231	4
114.232.50.94	8
110.122.89.71	5
72.12.173.240	10
192.4.72.90	3
145.214.16.227	3
208.253.44.28	7
233.217.243.36	6
196.53.98.60	8
7.214.72.175	8
236.120.45.226	15
19.122.3.161	4
193.121.77.81	7
82.90.229.190	7
18.101.249.253	7
139.201.94.84	5
7.162.148.214	7
217.15.168.10	5
63.174.14.37	6
104.132.193.205	11
143.227.190.224	6
117.15.247.71	6
185.118.82.55	5
36.120.38.84	4
113.170.239.230	6
140.44.56.47	6
13.115.34.26	7
21.224.233.147	3
154.226.135.181	5
103.122.187.45	8
13.162.254.12	3
17.186.4.72	5
13.20.87.156	5
37.4.48.115	7
68.149.86.45	2
101.127.75.44	4
88.11.208.23	5
115.99.55.70	6
166.83.124.183	7
58.215.92.93	6
19.72.226.178	8
110.59.178.154	9
161.115.139.229	6
179.54.96.84	7
192.162.139.159	7
128.70.249.135	3
202.175.188.81	9
9.64.199.244	5
8.251.229.219	3
36.181.125.177	4
64.45.68.28	7
5.55.215.207	11
118.36.181.232	10
16.27.178.244	1
133.166.13.41	4
160.219.229.199	5
202.241.142.119	5
215.202.79.54	8
134.187.27.95	11
218.251.181.160	9
36.54.83.103	11
50.130.83.221	12
157.134.165.149	5
39.210.135.220	9
71.86.205.137	9
146.200.111.41	7
16.18.18.213	5
111.116.104.22	8
34.120.90.132	8
112.121.159.236	5
136.159.159.95	4
15.141.37.181	8
58.49.176.90	3
49.252.156.224	14
63.187.148.96	9
115.143.20.124	8
126.113.224.64	4
18.241.160.92	6
145.132.206.5	5
62.218.115.185	9
45.192.245.179	5
83.82.74.98	3
20.162.238.160	7
31.253.138.6	4
2.207.139.14	8
70.233.156.223	9
102.56.215.55	9
110.1.14.169	5
81.184.84.124	5
28.73.253.251	2
151.192.134.24	10
152.147.13.224	9
14.92.50.84	2
154.252.127.162	6
158.59.88.2	7
15.61.171.101	8
163.29.45.23	10
165.176.183.7	4
125.61.225.232	7
180.30.108.28	8
184.84.135.254	4
90.22.167.209	5
162.116.172.38	7
186.79.43.75	4
188.211.19.228	8
126.3.164.87	10
58.112.216.221	6
115.42.129.231	4
124.15.132.80	3
163.150.38.21	7
189.181.248.118	9
175.254.195.135	4
204.120.41.254	5
204.120.134.99	6
83.49.122.132	7
181.106.221.184	9
127.210.28.33	7
206.229.58.181	8
27.176.234.124	9
69.18.130.192	4
31.185.56.183	3
39.94.194.15	6
86.207.179.217	10
88.207.91.249	11
103.91.135.32	5
13.37.228.79	7
67.106.136.23	7
3.204.29.156	9
35.237.196.180	9
124.7.83.17	8
43.52.192.166	8
163.70.139.145	9
193.192.161.176	4
134.141.21.1	10
44.225.21.106	7
30.240.212.150	7
45.218.134.41	5
151.43.23.235	9
39.94.124.102	9
4.11.41.45	4
164.96.236.48	6
95.150.131.162	10
9.105.64.132	3
87.72.32.119	6
186.182.33.106	3
28.212.240.90	4
146.132.228.10	10
26.143.218.153	10
30.197.143.57	6
148.99.252.142	8
189.100.246.166	4
201.12.64.179	8
87.12.251.201	10
161.53.30.34	4
205.158.139.46	7
217.75.221.84	6
72.22.122.164	7
220.73.59.10	8
221.195.242.198	3
229.219.83.46	11
230.129.165.93	6
232.6.1.158	12
145.102.181.233	7
179.148.203.171	2
24.179.53.158	7
61.174.84.64	3
97.93.100.143	4
31.47.99.209	7
97.195.78.13	10
221.236.20.92	7
233.137.223.183	7
55.231.29.1	3
125.177.247.4	4
216.149.228.217	8
144.118.208.198	12
233.146.97.33	6
50.33.131.144	11
177.51.233.170	8
7.89.216.132	7
167.188.96.117	6
170.30.170.40	5
111.13.85.150	5
170.38.130.169	5
170.100.66.254	6
132.159.93.22	6
67.39.22.36	6
157.82.234.61	11
151.173.114.219	4
206.172.202.62	6
171.220.250.150	7
172.98.37.21	5
173.125.84.130	6
173.129.251.94	4
40.47.218.228	4
5.78.6.27	3
56.201.246.148	6
92.147.192.21	6
175.80.229.236	5
236.185.208.213	7
75.142.3.235	6
50.38.233.230	10
237.41.35.153	12
57.39.228.56	9
60.49.69.55	7
102.226.231.228	11
237.78.76.219	9
138.204.6.250	6
19.23.94.206	10
76.161.117.83	6
157.22.244.186	5
47.158.133.83	9
100.223.47.41	2
108.222.102.181	9
35.26.207.225	9
82.92.61.128	7
137.163.204.190	9
182.223.230.59	7
201.103.106.20	7
213.248.10.239	10
217.212.211.115	10
86.81.163.129	8
22.86.10.29	8
53.245.150.14	4
237.127.155.38	4
239.68.61.123	12
228.138.228.181	5
65.166.160.26	8
239.222.143.93	9
231.43.158.37	6
125.198.130.211	6
233.127.122.226	10
52.90.11.172	1
74.138.179.171	4
90.40.172.217	4
115.192.62.225	5
234.226.66.25	4
240.220.225.108	8
245.86.39.128	3
24.136.185.49	7
83.147.131.174	6
247.126.72.31	10
248.46.203.76	3
38.88.119.50	7
248.110.52.130	11
145.84.28.85	8
74.112.242.111	5
27.96.112.241	13
249.90.78.246	10
24.191.73.226	6
53.110.157.142	3
54.42.199.40	6
114.193.1.210	6
60.72.178.240	3
36.61.249.191	9
184.108.160.27	9
206.91.57.95	9
209.186.185.233	10
216.248.182.249	8
12.104.13.124	5
93.64.129.203	11
20.6.113.44	12
124.9.47.194	3
145.146.73.170	5
162.153.139.215	4
126.235.220.172	4
164.56.40.57	10
101.204.237.227	9
103.31.51.179	7
201.11.207.117	7
40.182.194.76	7
196.181.238.125	9
10.93.107.111	4
218.106.157.253	8
222.195.181.121	11
223.5.172.248	6
47.120.160.52	7
231.120.17.26	6
194.192.133.230	4
212.27.125.188	8
60.20.91.46	7
119.182.122.68	5
54.93.62.14	6
132.126.244.3	8
132.52.5.181	4
143.142.184.142	8
207.67.99.86	3
5.65.9.127	7
35.27.28.203	7
57.82.136.107	9
88.1.127.254	6
13.75.77.113	6
114.49.238.243	5
123.71.164.246	6
93.162.177.176	4
112.58.227.29	4
135.80.1.200	8
110.30.157.120	7
179.38.218.77	8
2.86.219.128	11
142.41.58.69	3
212.215.248.102	5
235.58.65.197	10
89.182.106.26	9
135.20.16.247	5
161.225.5.120	8
133.86.196.67	7
41.105.53.219	4
201.143.16.18	7
217.16.15.183	7
7.65.165.97	7
13.15.22.100	7
90.39.10.103	6
245.117.226.232	8
91.85.190.126	5
213.153.122.56	7
28.15.99.109	9
11.186.100.43	5
47.146.217.176	9
26.145.156.23	7
186.129.39.84	10
60.156.42.153	3
63.213.247.108	2
61.42.150.138	8
58.103.160.44	10
105.139.173.252	8
4.112.4.154	4
122.19.65.9	9
199.96.100.118	6
202.116.125.5	4
101.58.68.27	5
51.200.97.52	11
36.176.117.192	7
49.79.9.218	8
61.38.36.27	4
126.146.83.140	5
130.62.168.235	7
103.98.107.48	5
141.123.83.82	8
100.229.11.30	3
130.52.224.174	10
93.242.204.241	13
127.195.133.41	8
92.204.159.186	6
87.124.138.208	7
24.193.38.92	9
210.141.58.209	3
211.88.112.14	5
56.45.138.192	9
194.227.33.207	9
67.40.104.35	4
22.149.182.127	8
97.203.191.186	2
107.14.147.24	6
125.64.92.64	11
165.201.246.93	4
175.241.51.213	11
182.251.22.175	8
212.235.211.54	7
216.57.210.220	9
148.98.219.145	6
6.173.36.214	2
100.2.192.78	7
220.39.148.18	6
74.23.20.95	5
205.254.119.142	7
4.107.173.56	8
123.158.44.12	9
82.11.138.169	6
160.12.144.177	5
140.51.3.53	10
98.183.59.129	8
5.243.55.44	5
112.94.206.42	6
39.254.111.237	10
161.76.229.215	6
78.55.222.252	8
87.244.233.87	8
89.98.158.53	9
27.196.247.58	5
144.28.142.65	10
105.6.108.79	7
155.188.172.221	9
110.70.243.90	6
36.197.78.195	7
55.136.97.237	9
60.101.181.6	6
65.98.228.34	9
161.105.206.143	7
178.127.144.32	10
179.26.158.187	3
206.159.61.230	9
6.81.80.221	3
88.245.48.166	8
143.188.208.149	5
163.34.67.115	3
130.87.221.187	7
190.101.127.239	12
14.130.95.249	4
75.16.25.193	11
77.207.181.1	5
150.105.122.159	5
187.51.211.249	7
218.91.241.191	5
165.139.46.193	5
220.184.228.75	5
192.236.112.7	8
224.28.76.43	5
231.123.159.234	5
223.162.130.180	8
116.45.204.78	6
197.147.203.103	4
139.188.134.185	11
231.162.90.203	7
233.195.57.86	8
233.197.240.108	7
181.253.27.155	6
167.138.124.35	5
17.13.100.76	7
168.124.23.133	12
11.84.233.253	7
103.19.78.70	5
169.83.7.109	7
72.229.122.17	8
16.189.19.72	10
80.6.206.3	10
170.53.156.185	8
133.60.237.6	10
67.3.165.242	9
171.91.152.198	10
93.24.221.120	6
236.200.233.21	12
237.136.111.92	7
47.230.238.129	7
238.68.2.30	6
166.75.206.109	6
83.114.66.96	10
96.194.138.205	10
65.67.210.245	7
102.68.244.110	3
149.120.50.15	7
224.66.59.177	7
95.83.197.39	7
179.95.85.172	12
203.113.160.218	5
24.194.17.81	6
48.86.160.203	10
72.201.144.246	4
237.182.162.251	3
242.96.62.49	10
21.126.58.166	6
95.63.187.218	5
132.237.142.131	9
232.52.253.145	11
244.134.150.157	7
245.128.232.92	5
211.16.64.65	3
10.153.241.53	8
95.82.188.75	5
166.30.54.80	2
242.6.242.252	5
67.243.135.19	4
189.175.231.67	6
34.115.145.12	8
164.44.202.26	9
201.142.252.155	3
215.3.221.178	7
218.11.63.216	7
220.51.12.91	7
245.146.132.146	9
128.67.53.172	6
249.142.254.104	5
122.138.185.216	9
223.168.55.229	6
168.183.215.126	6
249.200.46.15	6
160.230.168.216	5
249.222.15.196	5
233.169.102.7	6
250.43.166.53	9
52.209.117.76	6
108.55.89.80	4
122.167.226.221	7
35.109.60.124	5
42.9.86.56	9
202.198.5.194	8
218.100.53.118	7
87.132.147.158	9
233.89.62.75	8
249.130.191.8	4
74.157.176.44	8
250.44.135.178	8
209.203.141.235	4
106.175.217.69	7
230.237.65.198	12
100.192.104.45	2
111.89.38.165	4
223.187.36.175	7
144.130.123.120	8
66.251.159.206	4
22.53.170.192	8
74.108.251.254	10
83.130.53.224	5
20.209.166.140	13
72.231.170.134	10
36.5.43.130	8
13.185.242.178	6
90.218.19.6	8
106.178.248.199	8
58.229.85.99	5
151.103.126.117	5
198.136.190.54	7
221.69.25.227	8
38.250.5.145	6
179.41.31.78	2
189.166.177.224	11
213.148.111.53	8
167.36.181.187	12
132.203.82.175	8
170.93.80.50	8
173.34.168.245	7
79.221.111.45	11
249.36.16.93	4
250.117.168.43	8
84.36.21.103	13
250.242.14.51	5
9.75.109.210	7
25.195.228.45	9
46.154.191.254	7
4.136.64.229	3
57.85.39.126	12
75.202.99.204	5
80.159.214.33	7
82.232.16.124	8
185.157.166.55	5
27.83.130.106	10
175.17.3.45	6
191.43.224.56	13
17.239.175.159	5
174.128.82.138	9
33.140.37.164	7
154.153.59.39	10
214.31.96.217	9
250.248.244.18	10
251.8.44.238	0
169.60.113.101	5
123.242.222.73	8
14.193.52.15	2
36.252.107.131	7
252.19.14.11	9
252.212.28.120	6
253.3.155.219	4
253.204.224.118	14
253.226.18.138	4
121.63.113.129	7
254.85.159.54	8
9.147.126.123	6
88.141.1.154	10
30.214.21.207	9
25.69.125.85	5
120.163.210.27	7
139.205.32.205	10
59.76.120.4	7
240.179.179.87	6
208.133.32.145	6
132.41.144.5	1
33.44.20.101	4
254.156.5.50	4
121.194.5.32	4
54.229.118.81	12
254.195.161.232	10
206.159.17.230	6
219.165.48.240	9
192.232.206.246	3
193.122.183.123	5
212.45.95.139	7
88.73.212.25	3
35.152.106.152	9
57.17.128.178	7
1.63.133.80	4
59.56.17.194	12
2.70.3.137	8
111.166.55.10	9
21.64.233.57	6
103.199.208.58	10
123.178.239.214	8
152.39.151.103	8
205.165.240.37	9
233.233.121.192	7
10.64.248.20	8
33.197.150.141	10
129.114.171.154	5
219.131.39.158	7
246.4.78.60	6
250.204.146.32	7
229.47.242.83	6
79.129.235.28	7
169.220.253.26	6
238.123.213.139	5
41.247.150.57	8
202.102.36.216	7
26.236.195.166	10
225.157.146.194	5
44.19.87.221	7
82.12.90.211	9
163.252.85.227	6
176.70.244.229	7
186.177.233.73	6
93.114.98.35	4
231.111.165.204	8
209.136.104.47	7
235.133.116.243	9
188.117.1.44	9
74.80.110.250	8
242.8.78.215	11
54.157.30.180	4
84.9.79.9	4
91.94.233.27	8
236.52.123.177	5
39.52.251.164	11
27.173.213.113	9
31.3.104.29	10
175.91.13.247	4
132.160.186.136	9
242.126.139.112	6
247.47.71.121	2
249.116.113.132	11
9.167.178.55	8
20.169.171.199	6
16.143.180.78	11
38.244.129.133	10
34.55.175.120	6
61.68.121.176	9
63.33.190.212	4
83.101.110.220	7
226.157.153.211	8
69.114.115.239	8
219.217.91.15	8
110.247.35.45	11
38.140.2.151	7
115.130.89.138	4
193.119.14.109	7
15.72.230.165	6
73.124.9.231	9
59.114.57.203	9
82.102.125.5	4
130.97.163.133	3
37.230.209.109	7
61.105.107.156	4
76.233.230.110	2
76.254.95.54	5
38.114.125.218	8
87.86.186.38	5
101.254.127.142	5
45.81.74.28	5
113.31.87.48	5
37.88.129.159	7
47.188.66.179	5
113.61.245.1	8
140.1.47.3	4
103.241.111.236	8
107.31.48.55	8
140.31.220.89	9
143.121.210.124	7
145.41.220.72	5
34.35.104.11	7
77.192.165.188	10
162.81.79.112	8
48.98.42.172	7
240.122.141.180	7
72.61.41.204	13
